size,path
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Canton#2023-10-31 00:38:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#New Wilmington#2023-10-31 00:03:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Twinsburg#2023-10-31 00:53:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Hermitage#2023-10-31 00:14:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#New Castle#2023-10-30 23:58:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Cleveland#2023-10-31 01:17:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Pittsburgh#2023-10-30 23:05:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Indianapolis#2023-10-29 18:54:00/3#Pittsburgh#2023-10-30 23:05:00+00:00/3#Akron#2023-10-31 00:55:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Effingham#2023-10-30 17:00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Indianapolis#2023-10-30 19:22:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Washington#2023-10-30 18:36:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Decatur#2023-10-30 18:04:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Uniontown#2023-10-30 19:28:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Taylorville#2023-10-30 18:02:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Marshall#2023-10-30 17:54:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#St Louis#2023-10-30 18:41:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Huntingburg#2023-10-30 19:08:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00
900,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00/3#New Caney#2023-10-30 23:47:00+00:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00/3#New Caney#2023-10-30 23:47:00+00:00/3#Baytown#2023-10-31 00:33:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00/3#New Caney#2023-10-30 23:47:00+00:00/3#Houston#2023-10-31 00:17:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00/3#New Caney#2023-10-30 23:47:00+00:00/3#La Porte#2023-10-31 00:35:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Champaign#2023-10-30 18:14:00/3#New Caney#2023-10-30 23:47:00+00:00/3#Pasadena#2023-10-31 00:30:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Boonville#2023-10-30 19:18:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Effingham#2023-10-29 21:16:00/3#Effingham#2023-10-30 17:00:00+00:00/3#Urbana#2023-10-30 18:24:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00/3#Murfreesboro#2023-10-30 14:25:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00/3#Columbia#2023-10-30 15:14:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00/3#Florence#2023-10-30 16:29:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00/3#Smyrna#2023-10-30 14:37:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Westfield#2023-10-29 19:15:00/3#Murfreesboro#2023-10-30 14:25:00+00:00/3#Savannah#2023-10-30 16:38:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Dayton#2023-10-29 20:51:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Holland#2023-10-31 04:54:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Zeeland#2023-10-31 04:50:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Grand Rapids#2023-10-31 04:34:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Hudsonville#2023-10-31 04:42:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Three Rivers#2023-10-31 05:00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Lebanon#2023-10-29 19:22:00/3#Lansing#2023-10-31 03:24:00+00:00/3#Sturgis#2023-10-31 04:57:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Sidney#2023-10-29 21:15:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Louisville#2023-10-29 20:48:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Ft Wayne#2023-10-29 21:00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Columbus#2023-10-29 19:41:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Louisville#2023-10-28 01:58:00/2#Indianapolis#2023-10-29 18:54:00+00:00/2#Cincinnati#2023-10-29 20:44:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Tucker#2023-10-30 01:34:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Atlanta#2023-10-30 01:46:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Powell#2023-10-30 03:09:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00/3#Macon#2023-10-30 11:14:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00/3#Macon#2023-10-30 11:14:00+00:00/3#E Point#2023-10-30 12:34:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00/3#Macon#2023-10-30 11:14:00+00:00/3#Atlanta#2023-10-30 12:38:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00/3#Macon#2023-10-30 11:14:00+00:00/3#Macon#2023-10-30 11:14:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Gainesville#2023-10-30 01:14:00/3#Macon#2023-10-30 11:14:00+00:00/3#McDonough#2023-10-30 12:11:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Murrayville#2023-10-30 01:24:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Forest Park#2023-10-30 01:57:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#McDonough#2023-10-30 02:13:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaston#2023-10-20 13:58:00/1#Nicholasville#2023-10-28 00:32:00+00:00/1#Scottsburg#2023-10-28 02:27:00/2#Flowery Branch#2023-10-30 01:02:00+00:00/2#Norcross#2023-10-30 01:29:00
200,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00
300,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00/2#Florence#2023-10-27 23:44:46.958000+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00/2#Florence#2023-10-27 23:44:46.958000+00:00/2#Lumberton#2023-10-28 00:45:46.958000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00/2#Florence#2023-10-27 23:44:46.958000+00:00/2#Laurens#2023-10-28 02:12:46.958000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00/2#Florence#2023-10-27 23:44:46.958000+00:00/2#Fayetteville#2023-10-28 01:14:46.958000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Asheville#2023-10-27 22:18:00/2#Florence#2023-10-27 23:44:46.958000+00:00/2#Burgaw#2023-10-28 01:48:46.958000
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Laurens#2023-10-27 23:50:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Laurens#2023-10-27 23:50:00/2#Daytona Beach#2023-10-28 16:22:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Laurens#2023-10-27 23:50:00/2#Daytona Beach#2023-10-28 16:22:00+00:00/2#Jacksonville#2023-10-28 17:51:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Laurens#2023-10-27 23:50:00/2#Daytona Beach#2023-10-28 16:22:00+00:00/2#Lakeland#2023-10-28 18:10:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00/3#Atlanta#2023-10-29 03:58:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00/3#Newnan#2023-10-29 03:19:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00/3#McDonough#2023-10-29 04:14:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00/3#Forest Park#2023-10-29 03:54:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Savannah#2023-10-20 14:49:00/1#Black Mtn#2023-10-27 22:02:00+00:00/1#Lula#2023-10-28 00:32:00/2#Laredo#2023-10-28 16:01:55.542000+00:00/2#Pharr#2023-10-28 18:29:55.542000/3#Newnan#2023-10-29 03:19:00+00:00/3#Lilburn#2023-10-29 04:19:00
